Reference;Type;Clast size (mm);Slope (tan);Clast size ();Slope (deg)
Bradbury1992;Beach;16;0,1;-4;5,71
Mason1989;Beach;2,6;0,095;-1,379;5,43
Mason1989;Beach;2;0,055;-1;3,15
Sherman1993;Beach;32;0,24;-5;13,5
Jennings2002;Beach;3,53;0,14;-1,82;7,97
Jennings2002;Beach;4,03;0,13;-2,01;7,41
Jennings2002;Beach;24,76;0,23;-4,63;12,95
Jennings2002;Beach;20,97;0,23;-4,39;12,95
Jennings2002;Beach;7,06;0,1;-2,82;5,71
Jennings2002;Beach;33,82;0,24;-5,08;13,5
Jennings2002;Beach;15,89;0,2;-3,99;11,31
Jennings2002;Beach;2,91;0,11;-1,54;6,28
Jennings2002;Beach;6,82;0,11;-2,77;6,28
Jennings2002;Beach;1,08;0,12;-0,11;6,84
Jennings2002;Beach;5,24;0,12;-2,39;6,84
Jennings2002;Beach;9,65;0,08;-3,27;4,57
Jennings2002;Beach;1,26;0,09;-0,33;5,14
Jennings2002;Beach;2,6;0,09;-1,38;5,14
Jennings2002;Beach;0,95;0,08;0,08;4,57
Jennings2002;Beach;1,39;0,08;-0,48;4,57
Jennings2002;Beach;6,73;0,09;-2,75;5,14
Jennings2002;Beach;7,46;0,08;-2,9;4,57
Jennings2002;Beach;3,61;0,09;-1,85;5,14
Jennings2002;Beach;3,07;0,09;-1,62;5,14
Jennings2002;Beach;0,78;0,04;0,36;2,29
Jennings2002;Beach;1,61;0,07;-0,69;4
Jennings2002;Beach;4,44;0,09;-2,15;5,14
Jennings2002;Beach;2,89;0,06;-1,53;3,43
Jennings2002;Beach;2,17;0,07;-1,12;4
Jennings2002;Beach;10,56;0,09;-3,4;5,14
Jennings2002;Beach;2,55;0,06;-1,35;3,43
Jennings2002;Beach;4,06;0,08;-2,02;4,57
Jennings2002;Beach;0,75;0,08;0,42;4,57
Jennings2002;Beach;1,1;0,08;-0,14;4,57
Jennings2002;Beach;2,13;0,08;-1,09;4,57
Jennings2002;Beach;1,89;0,1;-0,92;5,71
Jennings2002;Beach;6,36;0,07;-2,67;4
Jennings2002;Beach;4,26;0,07;-2,09;4
Jennings2002;Beach;6,87;0,05;-2,78;2,86
Jennings2002;Beach;13,09;0,13;-3,71;7,41
Jennings2002;Beach;25,11;0,07;-4,65;4
Jennings2002;Beach;0,99;0,12;0,01;6,84
Jennings2002;Beach;23,43;0,14;-4,55;7,97
Jennings2002;Beach;5,62;0,08;-2,49;4,57
Jennings2002;Beach;1,71;0,11;-0,77;6,28
Jennings2002;Beach;46,85;0,15;-5,55;8,53
Etienne2010;Beach;510;0,175;-8,994;9,93
Etienne2010;Beach;477,5;0,188;-8,899;10,62
Etienne2010;Beach;447;0,15;-8,804;8,53
Etienne2010;Beach;462,5;0,2;-8,853;11,31
Etienne2010;Beach;517,5;0,156;-9,015;8,84
Vousdoukas2012;Beach;0,5;0,105;1;5,99
Scott2011;Beach;1,42;0,12;-0,506;6,84
Scott2011;Beach;12;0,18;-3,585;10,2
Scott2011;Beach;0,65;0,12;0,621;6,84
Forbes1995;Beach;60;0,32;-5,907;17,74
Forbes1995;Beach;74;0,32;-6,209;17,74
Forbes1995;Beach;85;0,32;-6,409;17,74
Forbes1995;Beach;49;0,3;-5,615;16,7
Forbes1995;Beach;60;0,3;-5,907;16,7
Forbes1995;Beach;64;0,3;-6;16,7
Forbes1995;Beach;42;0,3;-5,392;16,7
Forbes1995;Beach;52;0,3;-5,7;16,7
Forbes1995;Beach;69;0,25;-6,109;14,04
Forbes1995;Beach;85;0,25;-6,409;14,04
Forbes1995;Beach;56;0,25;-5,807;14,04
Warrick2009;Beach;110;0,19;-6,781;10,76
Warrick2009;Beach;95;0,19;-6,57;10,76
Warrick2009;Beach;94;0,17;-6,555;9,65
Warrick2009;Beach;70;0,17;-6,129;9,65
Warrick2009;Beach;60;0,17;-5,907;9,65
Warrick2009;Beach;58;0,19;-5,858;10,76
Warrick2009;Beach;62;0,19;-5,954;10,76
Warrick2009;Beach;50;0,15;-5,644;8,53
Warrick2009;Beach;80;0,15;-6,322;8,53
Warrick2009;Beach;57;0,16;-5,833;9,09
Warrick2009;Beach;70;0,14;-6,129;7,97
Warrick2009;Beach;100;0,14;-6,644;7,97
Warrick2009;Beach;120;0,14;-6,907;7,97
Warrick2009;Beach;135;0,14;-7,077;7,97
Warrick2009;Beach;160;0,14;-7,322;7,97
Warrick2009;Beach;175;0,14;-7,451;7,97
Warrick2009;Beach;50;0,15;-5,644;8,53
Miller2011;Beach;19;0,12;-4,248;6,84
Miller2011;Beach;42;0,13;-5,392;7,41
Miller2011;Beach;60;0,13;-5,907;7,41
Almeida2013;Beach;3;0,09;-1,585;5,14
Bertoni2013;Beach;75;0,17;-6,229;9,65
Bertoni2013;Beach;6;0,2;-2,585;11,31
Lorang2002;Beach;59;0,15;-5,883;8,53
Aagaard2013;Beach;0,18;0,06;2,515;3,43
Aagaard2013;Beach;0,19;0,08;2,396;4,57
Aagaard2013;Beach;0,25;0,07;2;4
Aagaard2013;Beach;0,19;0,03;2,396;1,72
Aagaard2013;Beach;0,28;0,11;1,862;6,28
Aagaard2012;Beach;0,4;0,1;1,322;5,71
Dail2000;Beach;0,35;0,135;1,515;7,69
Masselink2010;Beach;3,5;0,14;-1,807;7,97
Obhrai2012;Beach;9,2;0,112;-3,202;6,39
Obhrai2012;Beach;10,8;0,112;-3,433;6,39
Obhrai2012;Beach;20,4;0,112;-4,35;6,39
Obhrai2012;Beach;0,23;0,112;2,12;6,39
Obhrai2012;Beach;23,5;0,112;-4,555;6,39
Wescott1980;Beach;8;0,129;-3;7,35
Wescott1980;Beach;1;0,129;0;7,35
Wescott1980;Beach;0,9;0,129;0,152;7,35
Wescott1980;Beach;7;0,171;-2,807;9,7
Wescott1980;Beach;3,5;0,105;-1,807;5,99
Wescott1980;Beach;10,6;0,157;-3,406;8,92
Wescott1980;Beach;12;0,22;-3,585;12,41
Wescott1980;Beach;2,3;0,115;-1,202;6,56
Wescott1980;Beach;19,7;0,115;-4,3;6,56
Wescott1980;Beach;15;0,094;-3,907;5,37
Wescott1980;Beach;1,6;0,049;-0,678;2,81
Wescott1980;Beach;1,7;0,088;-0,766;5,03
Wescott1980;Beach;3,4;0,184;-1,766;10,43
Wescott1980;Beach;4,6;0,058;-2,202;3,32
Wescott1980;Beach;1;0,085;0;4,86
Wescott1980;Beach;0,4;0,155;1,322;8,81
Wescott1980;Beach;4;0,288;-2;16,07
Wescott1980;Beach;12;0,17;-3,585;9,65
Wescott1980;Beach;4,3;0,17;-2,104;9,65
Wescott1980;Beach;5,3;0,17;-2,406;9,65
Wescott1980;Beach;4,6;0,14;-2,202;7,97
Wescott1980;Beach;4,3;0,14;-2,104;7,97
Wescott1980;Beach;0,4;0,18;1,322;10,2
Wescott1980;Beach;0,7;0,091;0,515;5,2
Wescott1980;Beach;4,6;0,146;-2,202;8,31
Wescott1980;Beach;4,3;0,139;-2,104;7,91
Wescott1980;Beach;1,1;0,103;-0,138;5,88
Wescott1980;Beach;7;0,11;-2,807;6,28
Wescott1980;Beach;2,8;0,168;-1,485;9,54
Wescott1980;Beach;2,5;0,168;-1,322;9,54
Wescott1980;Beach;5,7;0,096;-2,511;5,48
Wescott1980;Beach;4,3;0,197;-2,104;11,14
Wescott1980;Beach;1,7;0,123;-0,766;7,01
Wescott1980;Beach;3,7;0,111;-1,888;6,33
Allan2005;Beach;51,3;0,249;-5,681;13,98
Allan2005;Beach;64,9;0,157;-6,02;8,92
Allan2005;Beach;69,1;0,151;-6,111;8,59
Allan2005;Beach;62,3;0,211;-5,961;11,91
Allan2005;Beach;43,4;0,164;-5,44;9,31
Allan2005;Beach;53,5;0,224;-5,741;12,63
Allan2005;Beach;73;0,441;-6,19;23,8
Allan2005;Beach;86,8;0,158;-6,44;8,98
Allan2005;Beach;76,6;0,132;-6,259;7,52
Allan2005;Beach;128;0,158;-7;8,98
Allan2005;Beach;86,8;0,151;-6,44;8,59
Allan2005;Beach;100,4;0,121;-6,65;6,9
Allan2005;Beach;56,1;0,185;-5,81;10,48
Allan2005;Beach;54,6;0,202;-5,771;11,42
Allan2005;Beach;40,2;0,231;-5,329;13,01
Allan2005;Beach;71,5;0,202;-6,16;11,42
Allan2005;Beach;88;0,184;-6,459;10,43
Allan2005;Beach;62,3;0,246;-5,961;13,82
Allan2005;Beach;61;0,166;-5,931;9,43
Allan2005;Beach;60,1;0,176;-5,909;9,98
Allan2005;Beach;50,9;0,227;-5,67;12,79
Allan2005;Beach;100,4;0,209;-6,65;11,8
Spiske2014;Ridge;104;0,37;-6,7;20,3
Spiske2014;Ridge;88;0,195;-6,459;11,03
Ivamy2006;Beach;2,34;0,1;-1,227;5,71
Guedes2011;Beach;0,63;0,115;0,678;6,56
Aragones2015;Beach;9,31;0,26;-3,218;14,57
Aragones2015;Beach;1,73;0,22;-0,787;12,41
Aragones2015;Beach;26,91;0,16;-4,75;9,09
Aragones2015;Beach;31,94;0,23;-4,997;12,95
Aragones2015;Beach;14,45;0,46;-3,853;24,7
Aragones2015;Beach;16,26;0,125;-4,023;7,13
Aragones2015;Beach;21,28;0,11;-4,411;6,28
Aragones2015;Beach;38,36;0,3;-5,262;16,7
Aragones2015;Beach;23,15;0,31;-4,533;17,22
Aragones2015;Beach;24,32;0,156;-4,604;8,87
Aragones2015;Beach;18,63;0,205;-4,219;11,59
Aragones2015;Beach;8,05;0,138;-3,009;7,86
Aragones2015;Beach;21,59;0,374;-4,432;20,51
Aragones2015;Beach;32,61;0,121;-5,027;6,9
Aragones2015;Beach;28,45;0,154;-4,83;8,75
Aragones2015;Beach;13,56;0,22;-3,761;12,41
Aragones2015;Beach;20,57;0,105;-4,363;5,99
Aragones2015;Beach;26,09;0,606;-4,705;31,22
Aragones2015;Beach;15,43;0,068;-3,947;3,89
Aragones2015;Beach;0,25;0,212;1,994;11,97
Aragones2015;Beach;12,73;0,13;-3,671;7,41
Aragones2015;Beach;18,76;0,134;-4,23;7,63
Aragones2015;Beach;25,89;0,199;-4,694;11,25
Aragones2015;Beach;20,5;0,105;-4,358;5,99
Aragones2015;Beach;0,37;0,139;1,419;7,91
McCall2015;Beach;40;0,2;-5,322;11,31
McCall2015;Beach;2;0,12;-1;6,84
McCall2015;Beach;80;0,11;-6,322;6,28
McCall2015;Beach;6;0,15;-2,585;8,53
Bosom2011;Beach;0,25;0,09;2;5,14
Bosom2011;Beach;0,55;0,146;0,862;8,31
Bosom2011;Beach;0,85;0,156;0,234;8,87
Bosom2011;Beach;1,15;0,179;-0,202;10,15
Bosom2011;Beach;1,45;0,171;-0,536;9,7
Nantian;6;90,62;0,163;-6,502;9,25
Nantian;6;105,71;0,205;-6,724;11,6
Nantian;6;146,57;0,261;-7,195;14,62
Nantian;6;145,07;0,228;-7,181;12,85
Nantian;6;111;0,237;-6,794;13,31
Nantian;6;83,45;0,296;-6,383;16,49
Nantian;6;97,03;0,301;-6,6;16,76
Nantian;6;81,42;0,298;-6,347;16,57
Nantian;6;72,65;0,316;-6,183;17,54
Nantian;6;90,83;0,276;-6,505;15,42
Nantian;6;108,46;0,283;-6,761;15,77
Nantian;6;126,85;0,251;-6,987;14,08
Nantian;6;120,26;0,242;-6,91;13,63
Nantian;6;79,49;0,246;-6,313;13,8
Nantian;6;51,66;0,172;-5,691;9,74
Nantian;6;96,73;0,202;-6,596;11,42
Nantian;6;110,7;0,228;-6,791;12,84
Nantian;6;140,6;0,176;-7,135;9,97
Nantian;6;56,06;0,212;-5,809;11,97
Curtiss2009;Beach;22,5;0,18;-4,492;10,2
Curtiss2009;Beach;17;0,175;-4,087;9,93
Pinto2009;Beach;0,63;0,086;0,667;4,92
Pinto2009;Beach;0,43;0,084;1,218;4,8
Pinto2009;Beach;0,43;0,073;1,218;4,18
Pinto2009;Beach;0,51;0,111;0,971;6,33
Pinto2009;Beach;0,47;0,112;1,089;6,39
Pinto2009;Beach;0,5;0,095;1;5,43
Pinto2009;Beach;1,16;0,052;-0,214;2,98
Pinto2009;Beach;0,21;0,113;2,252;6,45
Pinto2009;Beach;0,32;0,087;1,644;4,97
Pinto2009;Beach;0,34;0,101;1,556;5,77
Pinto2009;Beach;0,33;0,09;1,599;5,14
Pinto2009;Beach;0,27;0,094;1,889;5,37
Pinto2009;Beach;0,53;0,022;0,916;1,26
Pinto2009;Beach;0,54;0,033;0,889;1,89
Pinto2009;Beach;0,49;0,054;1,029;3,09
Pinto2009;Beach;0,5;0,078;1;4,46
Pinto2009;Beach;0,42;0,076;1,252;4,35
Pinto2009;Beach;0,53;0,085;0,916;4,86
Pinto2009;Beach;0,55;0,118;0,862;6,73
Pinto2009;Beach;0,5;0,089;1;5,09
Pinto2009;Beach;0,34;0,119;1,556;6,79
Pinto2009;Beach;0,35;0,13;1,515;7,41
Pinto2009;Beach;0,25;0,103;2;5,88
Pinto2009;Beach;0,34;0,094;1,556;5,37
Pinto2009;Beach;0,8;0,1;0,322;5,71
Pinto2009;Beach;0,43;0,072;1,218;4,12
Pinto2009;Beach;0,52;0,044;0,943;2,52
Pinto2009;Beach;0,82;0,036;0,286;2,06
Pinto2009;Beach;0,57;0,036;0,811;2,06
Pinto2009;Beach;0,62;0,058;0,69;3,32
Silva2009;Beach;0,43;0,07;1,218;4
Silva2009;Beach;0,55;0,07;0,862;4
Silva2009;Beach;0,36;0,08;1,474;4,57
Silva2009;Beach;0,56;0,08;0,837;4,57
Silva2009;Beach;0,61;0,08;0,713;4,57
Silva2009;Beach;0,57;0,07;0,811;4
Silva2009;Beach;0,57;0,09;0,811;5,14
Silva2009;Beach;0,41;0,08;1,286;4,57
Isla2005;Beach;14,93;0,15;-3,9;8,53
Isla2005;Beach;10,56;0,145;-3,4;8,25
Isla2005;Beach;6,06;0,11;-2,6;6,28
Isla2005;Beach;4,92;0,175;-2,3;9,93
Isla2005;Beach;4,29;0,095;-2,1;5,43
Isla2005;Beach;3,03;0,083;-1,6;4,72
Isla2005;Beach;2,64;0,085;-1,4;4,86
Isla2005;Beach;2,64;0,125;-1,4;7,13
Isla2005;Beach;2,3;0,105;-1,2;5,99
Isla2005;Beach;1,87;0,115;-0,9;6,56
Isla2005;Beach;1,87;0,09;-0,9;5,14
Isla2005;Beach;1,62;0,08;-0,7;4,57
Isla2005;Beach;1,62;0,075;-0,7;4,29
Isla2005;Beach;1;0,1;0;5,71
Isla2005;Beach;0,66;0,1;0,6;5,71
Isla2005;Beach;0,62;0,08;0,7;4,57
Isla2005;Beach;0,41;0,09;1,3;5,14
Isla2005;Beach;0,38;0,075;1,4;4,29
Isla2005;Beach;0,22;0,058;2,2;3,29
Gallop2012;Beach;0,4;0,09;1,322;5,14
Silveira2013a;Beach;0,4;0,05;1,31;2,86
Silveira2013a;Beach;0,59;0,14;0,77;7,97
Silveira2013a;Beach;0,57;0,14;0,82;7,97
Silveira2013a;Beach;0,68;0,14;0,56;7,97
Silveira2013a;Beach;0,24;0,02;2,05;1,15
Silveira2013a;Beach;0,41;0,04;1,29;2,29
Silveira2013a;Beach;0,37;0,09;1,43;5,14
Silveira2013a;Beach;0,23;0,05;2,12;2,86
Silveira2013a;Beach;0,51;0,09;0,97;5,14
Silveira2013a;Beach;0,5;0,14;1,01;7,97
Silveira2013a;Beach;0,6;0,18;0,73;10,2
Silveira2013a;Beach;0,69;0,15;0,54;8,53
Silveira2013a;Beach;0,64;0,17;0,65;9,65
Silveira2013a;Beach;0,51;0,12;0,96;6,84
Silveira2013a;Beach;0,47;0,11;1,08;6,28
Silveira2013a;Beach;0,36;0,06;1,46;3,43
Silveira2013a;Beach;0,51;0,14;0,96;7,97
Silveira2013a;Beach;0,58;0,11;0,79;6,28
Silveira2013a;Beach;0,59;0,05;0,77;2,86
Silveira2013a;Beach;0,29;0,03;1,77;1,72
Silveira2013a;Beach;0,34;0,06;1,55;3,43
Silveira2013a;Beach;0,84;0,14;0,25;7,97
Silveira2013a;Beach;0,58;0,14;0,78;7,97
Silveira2013a;Beach;0,67;0,11;0,57;6,28
Silveira2013a;Beach;0,23;0,03;2,15;1,72
Silveira2013a;Beach;0,23;0,02;2,1;1,15
Silveira2013a;Beach;0,44;0,05;1,18;2,86
Silveira2013a;Beach;0,5;0,04;1;2,29
Silveira2013a;Beach;0,31;0,05;1,71;2,86
Silveira2013a;Beach;0,22;0,08;2,21;4,57
Silveira2013a;Beach;0,49;0,15;1,03;8,53
Silveira2013a;Beach;0,64;0,16;0,64;9,09
Silveira2013a;Beach;0,74;0,15;0,43;8,53
Silveira2013a;Beach;0,74;0,09;0,44;5,14
Silveira2013a;Beach;0,7;0,16;0,51;9,09
Silveira2013a;Beach;0,36;0,1;1,47;5,71
Silveira2013a;Beach;0,48;0,12;1,06;6,84
Silveira2013a;Beach;0,4;0,15;1,32;8,53
Silveira2013a;Beach;0,41;0,14;1,29;7,97
Silveira2013a;Beach;0,42;0,09;1,25;5,14
Silveira2013a;Beach;0,38;0,11;1,38;6,28
Silveira2013a;Beach;0,39;0,08;1,36;4,57
Silveira2013a;Beach;0,4;0,11;1,33;6,28
Silveira2013a;Beach;0,38;0,1;1,41;5,71
Silveira2013a;Beach;0,84;0,16;0,25;9,09
Silveira2013a;Beach;0,55;0,16;0,86;9,09
Silveira2013a;Beach;0,67;0,18;0,58;10,2
Silveira2013a;Beach;0,26;0,07;1,93;4
Silveira2013a;Beach;0,23;0,06;2,1;3,43
Silveira2013a;Beach;0,3;0,05;1,72;2,86
Silveira2013a;Beach;0,29;0,06;1,77;3,43
Silveira2013a;Beach;0,26;0,06;1,96;3,43
Silveira2013a;Beach;0,65;0,12;0,63;6,84
Silveira2013a;Beach;0,68;0,13;0,56;7,41
Silveira2013a;Beach;0,71;0,15;0,49;8,53
Silveira2013a;Beach;0,68;0,16;0,56;9,09
Silveira2013a;Beach;0,68;0,19;0,56;10,76
Silveira2013a;Beach;0,37;0,1;1,45;5,71
Silveira2013a;Beach;0,45;0,13;1,16;7,41
Silveira2013a;Beach;0,39;0,09;1,37;5,14
Silveira2013a;Beach;0,39;0,08;1,37;4,57
Silveira2013a;Beach;0,36;0,08;1,46;4,57
Silveira2013a;Beach;0,44;0,08;1,2;4,57
Silveira2013a;Beach;0,38;0,05;1,41;2,86
Silveira2013a;Beach;0,99;0,16;0,02;9,09
Silveira2013a;Beach;0,38;0,16;1,4;9,09
Silveira2013a;Beach;0,74;0,13;0,44;7,41
Silveira2013a;Beach;0,48;0,07;1,06;4
Silveira2013a;Beach;0,59;0,09;0,75;5,14
Silveira2013a;Beach;0,74;0,15;0,43;8,53
Silveira2013a;Beach;0,67;0,09;0,58;5,14
Silveira2013a;Beach;0,44;0,12;1,2;6,84
Silveira2013a;Beach;0,4;0,07;1,32;4
Silveira2013a;Beach;0,37;0,13;1,42;7,41
Silveira2013a;Beach;0,4;0,07;1,32;4
Silveira2013a;Beach;0,88;0,16;0,18;9,09
Silveira2013a;Beach;0,71;0,14;0,49;7,97
Silveira2013a;Beach;0,67;0,13;0,57;7,41
Silveira2013a;Beach;0,22;0,03;2,17;1,72
Silveira2013a;Beach;0,25;0,05;1,98;2,86
Silveira2013a;Beach;0,37;0,07;1,42;4
Silveira2013a;Beach;0,24;0,05;2,07;2,86
Silveira2013a;Beach;0,55;0,09;0,87;5,14
Silveira2013a;Beach;0,57;0,12;0,82;6,84
Silveira2013a;Beach;0,64;0,09;0,65;5,14
Silveira2013a;Beach;0,62;0,13;0,69;7,41
Silveira2013a;Beach;0,74;0,17;0,44;9,65
Silveira2013a;Beach;0,41;0,12;1,3;6,84
Silveira2013a;Beach;0,42;0,07;1,25;4
Silveira2013a;Beach;0,41;0,1;1,3;5,71
Silveira2013a;Beach;0,45;0,11;1,16;6,28
Silveira2013a;Beach;0,38;0,11;1,41;6,28
Silveira2013a;Beach;0,68;0,1;0,56;5,71
Silveira2013a;Beach;0,69;0,19;0,54;10,76
Silveira2013a;Beach;0,62;0,14;0,7;7,97
Silveira2013a;Beach;0,23;0,02;2,09;1,15
Silveira2013a;Beach;0,23;0,05;2,1;2,86
Silveira2013a;Beach;0,37;0,16;1,43;9,09
Silveira2013a;Beach;0,25;0,1;2;5,71
Silveira2013a;Beach;0,24;0,07;2,04;4
Silveira2013a;Beach;0,57;0,08;0,8;4,57
Silveira2013a;Beach;0,57;0,1;0,81;5,71
Silveira2013a;Beach;0,69;0,14;0,53;7,97
Silveira2013a;Beach;0,56;0,16;0,84;9,09
Silveira2013a;Beach;0,69;0,17;0,53;9,65
Silveira2013a;Beach;0,41;0,11;1,27;6,28
Silveira2013a;Beach;0,37;0,09;1,44;5,14
Silveira2013a;Beach;0,42;0,1;1,25;5,71
Silveira2013a;Beach;0,41;0,11;1,27;6,28
Silveira2013a;Beach;0,38;0,1;1,41;5,71
Silveira2013a;Beach;0,38;0,08;1,41;4,57
Silveira2013a;Beach;0,71;0,14;0,5;7,97
Silveira2013a;Beach;1,42;0,17;-0,51;9,65
Silveira2013a;Beach;0,59;0,17;0,75;9,65
Silveira2013a;Beach;0,41;0,13;1,3;7,41
Silveira2013a;Beach;0,21;0,02;2,22;1,15
Silveira2013a;Beach;0,24;0,07;2,06;4
Silveira2013a;Beach;0,3;0,07;1,75;4
Silveira2013a;Beach;0,23;0,04;2,1;2,29
Silveira2013a;Beach;0,55;0,09;0,85;5,14
Silveira2013a;Beach;0,61;0,15;0,71;8,53
Silveira2013a;Beach;0,73;0,14;0,46;7,97
Silveira2013a;Beach;0,58;0,14;0,79;7,97
Silveira2013a;Beach;0,86;0,18;0,22;10,2
Silveira2013a;Beach;0,68;0,17;0,55;9,65
Silveira2013a;Beach;0,4;0,1;1,31;5,71
Silveira2013a;Beach;0,37;0,07;1,44;4
Silveira2013a;Beach;0,44;0,08;1,19;4,57
Silveira2013a;Beach;0,42;0,09;1,26;5,14
Silveira2013a;Beach;0,42;0,11;1,24;6,28
Silveira2013a;Beach;0,38;0,09;1,4;5,14
Silveira2013a;Beach;0,47;0,08;1,08;4,57
Silveira2013a;Beach;0,55;0,08;0,85;4,57
Silveira2013a;Beach;0,56;0,09;0,84;5,14
Silveira2013a;Beach;1,22;0,12;-0,29;6,84
Silveira2013a;Beach;0,27;0,05;1,88;2,86
Silveira2013a;Beach;0,45;0,06;1,14;3,43
Silveira2013a;Beach;0,27;0,04;1,88;2,29
Silveira2013a;Beach;0,49;0,12;1,02;6,84
Silveira2013a;Beach;0,64;0,11;0,64;6,28
Silveira2013a;Beach;0,62;0,11;0,7;6,28
Silveira2013a;Beach;0,4;0,13;1,31;7,41
Silveira2013a;Beach;0,38;0,06;1,38;3,43
Silveira2013a;Beach;0,37;0,05;1,42;2,86
Silveira2013a;Beach;0,34;0,12;1,57;6,84
Silveira2013a;Beach;0,52;0,11;0,93;6,28
Silveira2013a;Beach;0,6;0,11;0,73;6,28
Silveira2013a;Beach;0,71;0,12;0,49;6,84
Silveira2013a;Beach;0,97;0,16;0,05;9,09
Silveira2013a;Beach;1,38;0,1;-0,46;5,71
Silveira2013a;Beach;0,4;0,04;1,33;2,29
Silveira2013a;Beach;0,56;0,11;0,84;6,28
Silveira2013a;Beach;0,63;0,11;0,66;6,28
Silveira2013a;Beach;0,66;0,11;0,6;6,28
Silveira2013a;Beach;0,69;0,13;0,53;7,41
Silveira2013a;Beach;0,39;0,05;1,37;2,86
Reis2010;Beach;1,83;0,141;-0,873;8,03
Reis2010;Beach;1,83;0,129;-0,873;7,35
Reis2010;Beach;1,86;0,115;-0,892;6,56
Reis2010;Beach;1,69;0,158;-0,753;8,98
Reis2010;Beach;1,69;0,141;-0,753;8,03
Reis2010;Beach;1,75;0,134;-0,811;7,63
Reis2010;Beach;1,73;0,128;-0,787;7,29
Reis2010;Beach;1,75;0,108;-0,811;6,16
Reis2010;Beach;1,8;0,099;-0,85;5,65
Reis2010;Beach;1,77;0,093;-0,82;5,31
Reis2010;Beach;1,66;0,113;-0,728;6,45
Reis2010;Beach;1,58;0,152;-0,655;8,64
Reis2010;Beach;1,54;0,136;-0,625;7,74
Reis2010;Beach;1,56;0,133;-0,644;7,58
Reis2010;Beach;1,58;0,122;-0,655;6,96
Reis2010;Beach;1,53;0,086;-0,61;4,92
Reis2010;Beach;1,36;0,084;-0,447;4,8
Reis2010;Beach;1,42;0,13;-0,502;7,41
Reis2010;Beach;1,51;0,132;-0,595;7,52
Reis2010;Beach;1,42;0,169;-0,502;9,59
Reis2010;Beach;1,34;0,184;-0,417;10,43
Reis2010;Beach;1,18;0,171;-0,244;9,7
Reis2010;Beach;1,1;0,176;-0,14;9,98
Reis2010;Beach;1,28;0,161;-0,354;9,15
Reis2010;Beach;1,31;0,149;-0,39;8,47
Reis2010;Beach;1,38;0,141;-0,464;8,03
Reis2010;Beach;1,2;0,145;-0,268;8,25
Reis2010;Beach;0,92;0,177;0,116;10,04
Reis2010;Beach;0,34;0,152;1,569;8,64
Reis2010;Beach;0,39;0,159;1,344;9,03
Reis2010;Beach;0,46;0,16;1,136;9,09
Reis2010;Beach;0,44;0,147;1,175;8,36
Reis2010;Beach;0,54;0,16;0,878;9,09
Reis2010;Beach;0,54;0,155;0,889;8,81
Reis2010;Beach;0,58;0,172;0,783;9,76
Reis2010;Beach;0,68;0,173;0,567;9,82
Reis2010;Beach;0,73;0,164;0,45;9,31
Reis2010;Beach;0,69;0,155;0,533;8,81
Reis2010;Beach;0,7;0,156;0,525;8,87
Reis2010;Beach;0,66;0,152;0,593;8,64
Reis2010;Beach;0,76;0,156;0,388;8,87
Reis2010;Beach;0,77;0,159;0,371;9,03
Reis2010;Beach;0,79;0,153;0,349;8,7
Reis2010;Beach;0,81;0,155;0,306;8,81
Reis2010;Beach;0,83;0,165;0,269;9,37
Reis2010;Beach;0,82;0,154;0,292;8,75
Reis2010;Beach;0,83;0,156;0,262;8,87
Reis2010;Beach;0,84;0,152;0,255;8,64
Reis2010;Beach;0,97;0,147;0,047;8,36
Reis2010;Beach;0,5;0,127;1,012;7,24
Reis2010;Beach;0,56;0,127;0,844;7,24
Reis2010;Beach;0,58;0,137;0,793;7,8
Reis2010;Beach;0,64;0,143;0,639;8,14
Reis2010;Beach;0,71;0,138;0,492;7,86
Reis2010;Beach;0,82;0,139;0,292;7,91
Reis2010;Beach;0,82;0,142;0,292;8,08
Reis2010;Beach;0,68;0,132;0,55;7,52
Reis2010;Beach;0,63;0,126;0,667;7,18
Reis2010;Beach;0,84;0,134;0,255;7,63
Reis2010;Beach;0,95;0,128;0,077;7,29
Reis2010;Beach;1,17;0,126;-0,224;7,18
Reis2010;Beach;1,12;0,126;-0,157;7,18
Reis2010;Beach;1,05;0,115;-0,076;6,56
Reis2010;Beach;1,22;0,108;-0,282;6,16
Reis2010;Beach;1,26;0,108;-0,335;6,16
Reis2010;Beach;1,2;0,099;-0,263;5,65
Reis2010;Beach;0,93;0,111;0,103;6,33
Reis2010;Beach;0,87;0,109;0,201;6,22
Reis2010;Beach;0,74;0,116;0,427;6,62
Reis2010;Beach;0,6;0,112;0,744;6,39
Reis2010;Beach;0,53;0,111;0,911;6,33
Reis2010;Beach;0,41;0,106;1,3;6,05
Reis2010;Beach;0,34;0,11;1,569;6,28
Reis2010;Beach;0,34;0,106;1,569;6,05
Reis2010;Beach;0,3;0,108;1,756;6,16
Reis2010;Beach;0,26;0,105;1,971;5,99
Reis2010;Beach;0,22;0,106;2,165;6,05
Reis2010;Beach;0,23;0,094;2,114;5,37
Reis2010;Beach;0,23;0,1;2,114;5,71
Reis2010;Beach;0,26;0,098;1,949;5,6
Reis2010;Beach;0,26;0,099;1,949;5,65
Reis2010;Beach;0,29;0,1;1,796;5,71
Reis2010;Beach;0,32;0,1;1,626;5,71
Reis2010;Beach;0,27;0,092;1,884;5,26
Reis2010;Beach;0,26;0,093;1,971;5,31
